Nombre,Paquete de Ventas,Caracteristicas
"ASUS Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 10 Home/NVIDIA GeForce GTX 1650/144 HZ) GA401QH-HZ079TS Gaming Laptop  (14 inch, Eclipse Gray, 1.60 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS VivoBook Pro 14 OLED (2022) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) K3400PA-KM502WS Gaming Laptop  (14 inch, Cool Silver, 1.40 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Cool Silver,Gaming Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"ASUS ExpertBook Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Pro) P1545FA Business Laptop  (15.6 inch, Slate Grey, 1.80 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Slate Grey,Business Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Pro"
"acer Swift X Ryzen 7 Octa Core 5800U - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics) SFX14-41G Thin and Light Laptop  (14 inch, Safari Gold, 1.39 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Safari Gold,Thin and Light Laptop,Everyday Use, Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"acer Intel EVO Swift 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF514-55TA Thin and Light Laptop  (14 Inch, Mist Green, 1.05 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Mist Green,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad 3 15IML05 Core i3 10th Gen - (8 GB/Windows 11 Home) IdeaPad 3 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 5502 Thin and Light Laptop  (15.6 inch, Silver)","Laptop, Power Adaptor, User Guide, Warranty Documents","Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"acer Predator Helios 300 Core i9 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060/300 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyssal Black,Gaming Laptop,Gaming,Intel,Core i9,16 GB,DDR4,Windows 11 Home"
"acer Predator Helios 300 Core i9 11th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/300 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyssal Black,Gaming Laptop,Gaming,Intel,Core i9,32 GB,DDR4,Windows 11 Home"
"DELL Inspiron 3510 Pentium Quad Core 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) 3510 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)","LAPTOP, ADAPTER AND MANUAL","Black,Laptop,Everyday Use,Intel,Pentium Quad Core,4 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IIL05 Laptop  (14 inch, Abyss Blue, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyss Blue,Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 11 Home"
"DELL Inspiron 3511 Core i3 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)","LAPTOP, ADAPTER AND MANUAL","Black,Laptop,Everyday Use,Intel,Core i3,16 GB,DDR4,Windows 11 Home"
"ASUS Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515EA-BQ312WS Laptop  (15.6 inch, Silver, With MS Office)","laptop, manual, adaptor","Silver,Laptop,Entertainment,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"ASUS ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA706IC-HX003T Gaming Laptop  (17.3 inch, Graphite Black, 2.60 kg)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Graphite Black,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"HP Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s- fq4021TU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light Laptop  (14 Inch, Jet Black, 1.46 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Jet Black,Thin and Light Laptop,Processing & Multitasking,Intel,Celeron Dual Core,8 GB,DDR4,Windows 11 Home"
"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1089au Thin and Light Laptop  (14 Inch, Natural Silver, 1.46 Kg kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 3 Quad Core,8 GB,DDR4,Windows 11 Home"
"DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Dune,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3515 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Carbon Black,Thin and Light Laptop,Everyday Use,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Windows 11 Home"
"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5418 Thin and Light Laptop  (14 inch, Platinum Silver, 1.46 Kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manual","Platinum Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"MSI Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) Pulse GL66 12UEK-046IN Gaming Laptop  (15.6 inch, Gray, 2.25 kg)","Laptop, battery, power adapter, user guide, Laptop Bag","Gray,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"ASUS Zenbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX363EA-HP502WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 kg, With MS Office)","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents","Pine Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,LPDDR4X,Windows 11 Home"
"DELL Vostro Core i3 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Dune,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 11 Home"
"MSI Stealth GS66 Core i7 12th Gen - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 3070 Ti) stealth gs66 12ugs-038in Gaming Laptop  (15.6 Inch, Black, 2.1 Kg)","Laptop, battery, power adapter, user guide, Laptop Bag","Black,Gaming Laptop,Processing & Multitasking,Intel,Core i7,32 GB,DDR5,Windows 11 Home"
"DELL Vostro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.59 Kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Dune,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) INSPIRON 3511 Thin and Light Laptop  (15.6 inch, Carbon Black, 1.8 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Carbon Black,Thin and Light Laptop,Everyday Use,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop  (14.96 cm, Carbon Black, 1.8 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Carbon Black,Thin and Light Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Vostro 3400 Thin and Light Laptop  (14.96 Inch, Dune, 1.59 Kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Dune,Thin and Light Laptop,Everyday Use, Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"MSI Delta 15 AMD Advantage Edition Ryzen 9 Octa Core 5900HX 5th Gen - (16 GB/1 TB SSD/Windows 11 Home/10 GB Graphics/AMD Radeon RX 6700M) A5EFK-083IN Gaming Laptop  (15.6 inch, Carbon Gray, 1.9 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Carbon Gray,Gaming Laptop,Gaming,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 11 Home"
"acer Aspire 5 Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) A515-45 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.76 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light Laptop  (15.6 Inch, Mist Blue Speckle, 1.8 Kgs, With MS Office)","Laptop, battery, adapter, cables and user manuals","Mist Blue Speckle,Thin and Light Laptop,Everyday Use, Processing & Multitasking,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Windows 11 Home"
"Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) 15IML05 Laptop  (15.6 inch, Platinum Grey, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Platinum Grey,Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"HP Ryzen 3 Quad Core 5300U - (8 GB/512 GB SSD/Windows 11 Home) 15s-eq2143au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 3 Quad Core,8 GB,DDR4,Windows 11 Home"
"Lenovo Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad Core i3 10th Gen - (4 GB/256 GB SSD/Windows 11 Home) IdeaPad 3 14IIL05 Thin and Light Laptop  (14 Inch, Abyss Blue, 1.6 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyss Blue,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 11 Home"
"Lenovo Thinpad E15 G2 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro/512 MB Graphics) E15 G2 Laptop  (15.6 inch, Black)","Laptop, Charger, User Manual","Black,Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Pro"
"HP Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 14s-fq1092au Thin and Light Laptop  (14 inch, Natural Silver, 1.46 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 11 Home"
"ASUS Vivobook Pro 16X OLED (2021) Ryzen 9 Octa Core 5900H 9th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX 3050) M7600QC-L2044WS Gaming Laptop  (16 Inch, Black, 1.95 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 11 Home"
"DELL Inspiron 3511 Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) 3511 Laptop  (15.6 inch, Black, 1.83 kg, With MS Office)","LAPTOP, ADAPTER AND MANUAL","Black,Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"MSI Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-861IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","Laptop, battery, adapter, cables and user manuals","Carbon Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-688IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","Laptop, power adapter, user guide","Carbon Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"HP Pavilion x360 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14-dy0190TU 2 in 1 Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC311WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Transparent Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,LPDDR4X,Windows 11 Home"
"ASUS VivoBook Flip 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) TP470EA-EC511WS 2 in 1 Laptop  (14 inch, Transparent Silver, 1.50 kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Transparent Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i5,8 GB,LPDDR4X,Windows 11 Home"
"ASUS VivoBook Flip 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) TP470EA-EC301WS 2 in 1 Laptop  (14 Inch, Transparent Silver, 1.50 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Transparent Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,LPDDR4X,Windows 11 Home"
"HP Ryzen 3 Dual Core - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Laptop  (14 inch, Black, With MS Office)","Laptop, AC Adapter, User Guide, Manuals","Black,Laptop,Processing & Multitasking,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Windows 11 Home"
"ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK101WS Thin and Light Laptop  (14.1 inch, Peacock Blue, With MS Office)","Laptop, Adaptor & Manual","Peacock Blue,Thin and Light Laptop,Travel & Business, Everyday Use,Intel,Pentium Quad Core,8 GB,DDR4,Windows 11 Home"
"ASUS Vivobook 14 Pentium Quad Core - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK103WS Thin and Light Laptop  (14 inch, Star Black, 1.3 kg, With MS Office)","Laptop, Adaptor & Manual","Star Black,Thin and Light Laptop,Travel & Business, Everyday Use,Intel,Pentium Quad Core,8 GB,DDR4,Windows 11 Home"
"ASUS Vivo Book Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X515FA-BR301T Laptop  (15.6 inch, Slate Grey, 1.80 kg)","Laptop, battery, adapter, cables and user manuals","Slate Grey,Laptop,Everyday Use,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop  (15.6 inch, Shadow_black, 2.4 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow_black,Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 11 Home"
"acer Core i3 11th Gen - (4 GB/1 TB HDD/Windows 10 Home) EX215-54 Notebook  (15.6 inch, Black)","laptop, adaptor, warranty manual","Black,Notebook,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 5 Pro Ryzen 7 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce NVIDIA GeForce GTX 1650 4GB GDDR6) 16ACH6 Gaming Laptop  (16 Inch, Storm Grey, 1.41 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Storm Grey,Gaming Laptop,Processing & Multitasking,Intel,Ryzen 7 Hexa Core,16 GB,DDR4,Windows 11 Home"
"HP Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Pro) PROBOOK 440 G8 Business Laptop  (14 inch, Grey)","LAPTOP, ADAPTER, USER MANUAL","Grey,Business Laptop,Everyday Use,Intel,Core i7,8 GB,DDR4,Windows 10 Pro"
"Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) Yoga 6 Thin and Light Laptop  (13.3 inch, Abyss Blue, 1.31 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyss Blue,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,LPDDR4X,Windows 11 Home"
"Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15 ITL 05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 1.66 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"Lenovo Ideapad Slim 3i (2021) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Ideapad Slim 3i Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.65 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL6 Laptop  (14.22 inch, Storm Grey, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Storm Grey,Laptop,Everyday Use,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14ITL05 Laptop  (14 inch, Platinum Grey, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Platinum Grey,Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"HP Omen Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060) 16-b0360TX Gaming Laptop  (16.1 Inch, Shadow Black, 2.32 Kg, With MS Office)","Laptop, battery, Power adapter, warranty document, user guide, USB Ethernet adapter","Shadow Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515EA-EJ322WS Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Transparent Silver,Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15ITL6 Laptop  (15 inch, Arctic Grey, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"DELL Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) 3000 Laptop  (15.6 inch, Carbon Black, With MS Office)","User Manual, Laptop, Charger, Adapter, Warranty Card","Carbon Black,Laptop,Everyday Use,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"LG Gram Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Gram 14Z90P-G.AJ61A2 Thin and Light Laptop  (14 inch, Snow White, 0.99 kg)","Installation guide,?1U Laptop, 1U USB-C LAN Adapter, 1U USB C Type DC Power Adapter","Snow White,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"LG Gram Core i5 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Gram 14Z90P-G.AJ63A2 Thin and Light Laptop  (14 inch, Quarts Silver, 0.99 kg)","Installation guide,?1U Laptop, 1U USB-C LAN Adapter, 1U USB C Type DC Power Adapter","Quarts Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"Lenovo Ideapad Slim 3i (2021) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Slim 3i Thin and Light Laptop  (15.6 Inch, Arctic Grey, 1.65 KG, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"LG Gram Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Gram 16Z90P-G.AJ64A2 Thin and Light Laptop  (16 inch, Snow White, 1.19 kg)","Installation guide,?1U Laptop, 1U USB-C LAN Adapter, 1U USB C Type DC Power Adapter","Snow White,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 11 Home) A315-23 Laptop  (15.6 inch, Pure Silver, 1.9 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pure Silver,Laptop,Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Windows 11 Home"
"ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G513QE-HN166TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 kg)","Laptop, Power Adaptor, Battery, Warranty Documents, User Guide","Eclipse Gray,Gaming Laptop,Gaming,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 10 Home"
"acer Aspire 3 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) A315-58 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business,Intel,Core i3,4 GB,DDR4,Windows 11 Home"
"ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) G513QM-HQ403TS Gaming Laptop  (15.6 inch, Eclipse Gray, 2.30 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Gaming,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 10 Home"
