Interests,Accessibility,Site Name,Sites Visited,Age_Group,Tour_Duration_Pref,Rating_Category,Response_Speed,Accuracy_Level,VR_Quality,Satisfaction_Level
"Nature, History",True,Taj Mahal,"Great Wall of China, Eiffel Tower",36-45,Media(5-7h),Bajo,Normal,Media,Excelente,Media
"Art, History",True,Great Wall of China,"Taj Mahal, Colosseum",46-55,Media(5-7h),Bajo,Lento,Media,Buena,Media
"Art, Nature, Architecture",False,Great Wall of China,"Colosseum, Great Wall of China",46-55,Larga(8-10h),Bajo,Normal,Alta,Buena,Media
"Art, History, Architecture",True,Colosseum,Colosseum,26-35,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
Cultural,False,Great Wall of China,Great Wall of China,36-45,Larga(8-10h),Medio,Lento,Alta,Buena,Media
"History, Art",False,Eiffel Tower,"Taj Mahal, Colosseum",26-35,Media(5-7h),Medio,Normal,Alta,Excelente,Media
"Nature, Cultural",False,Machu Picchu,"Machu Picchu, Great Wall of China, Taj Mahal",56+,Media(5-7h),Bajo,Rápido,Alta,Buena,Media
"History, Cultural",True,Taj Mahal,"Eiffel Tower, Machu Picchu, Taj Mahal",26-35,Media(5-7h),Medio,Lento,Baja,Excelente,Media
"Cultural, Nature",False,Eiffel Tower,"Colosseum, Machu Picchu, Eiffel Tower",26-35,Media(5-7h),Medio,Normal,Alta,Excelente,Media
"Architecture, Nature",False,Great Wall of China,"Machu Picchu, Taj Mahal, Great Wall of China",36-45,Corta(1-4h),Medio,Normal,Alta,Excelente,Media
"Architecture, Art",False,Eiffel Tower,"Machu Picchu, Eiffel Tower, Colosseum",26-35,Media(5-7h),Alto,Rápido,Media,Buena,Alta
"Cultural, Architecture, History",False,Eiffel Tower,Taj Mahal,56+,Corta(1-4h),Bajo,Rápido,Alta,Excelente,Media
"Architecture, Cultural, History",False,Colosseum,"Eiffel Tower, Machu Picchu, Taj Mahal",26-35,Corta(1-4h),Medio,Lento,Media,Excelente,Media
Architecture,True,Eiffel Tower,"Eiffel Tower, Taj Mahal",46-55,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
Architecture,True,Taj Mahal,"Colosseum, Great Wall of China, Eiffel Tower",56+,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"Architecture, Nature",True,Great Wall of China,"Colosseum, Taj Mahal",56+,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
Cultural,True,Taj Mahal,Great Wall of China,18-25,Media(5-7h),Medio,Rápido,Media,Excelente,Media
Cultural,True,Machu Picchu,Eiffel Tower,26-35,Corta(1-4h),Medio,Normal,Media,Buena,Media
"Art, Architecture, Cultural",False,Eiffel Tower,Colosseum,26-35,Media(5-7h),Medio,Lento,Alta,Buena,Media
"Nature, History, Art",False,Colosseum,Great Wall of China,56+,Larga(8-10h),Bajo,Rápido,Media,Excelente,Media
"Art, History",True,Great Wall of China,"Colosseum, Great Wall of China, Eiffel Tower",46-55,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
"History, Nature, Art",True,Colosseum,Eiffel Tower,36-45,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Nature,True,Taj Mahal,"Taj Mahal, Great Wall of China",56+,Corta(1-4h),Alto,Rápido,Media,Buena,Alta
"Nature, Architecture",False,Eiffel Tower,"Machu Picchu, Taj Mahal, Eiffel Tower",36-45,Media(5-7h),Medio,Normal,Media,Excelente,Media
"History, Art",False,Great Wall of China,Colosseum,36-45,Media(5-7h),Alto,Normal,Alta,Buena,Alta
"Architecture, Art, Nature",False,Colosseum,"Great Wall of China, Colosseum",36-45,Media(5-7h),Bajo,Lento,Baja,Buena,Media
"Cultural, Art",False,Great Wall of China,"Eiffel Tower, Taj Mahal, Great Wall of China",56+,Corta(1-4h),Alto,Rápido,Media,Buena,Alta
"Architecture, History, Art",True,Machu Picchu,Machu Picchu,46-55,Corta(1-4h),Medio,Normal,Alta,Excelente,Media
Nature,False,Taj Mahal,"Colosseum, Great Wall of China",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Nature, Architecture, Cultural",True,Eiffel Tower,"Great Wall of China, Colosseum",26-35,Corta(1-4h),Medio,Lento,Media,Buena,Media
Art,False,Great Wall of China,"Taj Mahal, Machu Picchu, Colosseum",46-55,Media(5-7h),Medio,Rápido,Alta,Excelente,Alta
"Art, Architecture, Cultural",False,Machu Picchu,"Machu Picchu, Taj Mahal, Colosseum",36-45,Corta(1-4h),Bajo,Rápido,Alta,Excelente,Media
History,False,Machu Picchu,"Eiffel Tower, Colosseum",36-45,Media(5-7h),Bajo,Rápido,Alta,Excelente,Media
"Nature, Cultural",False,Taj Mahal,Taj Mahal,56+,Media(5-7h),Bajo,Normal,Baja,Buena,Media
"Architecture, Nature",True,Eiffel Tower,Colosseum,56+,Corta(1-4h),Medio,Rápido,Alta,Excelente,Media
"Cultural, History, Nature",True,Taj Mahal,Eiffel Tower,36-45,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Architecture, Cultural",False,Machu Picchu,"Colosseum, Eiffel Tower",56+,Corta(1-4h),Medio,Lento,Media,Excelente,Media
History,True,Machu Picchu,"Colosseum, Taj Mahal",36-45,Corta(1-4h),Alto,Lento,Media,Buena,Alta
Nature,False,Great Wall of China,"Taj Mahal, Machu Picchu, Colosseum",46-55,Media(5-7h),Medio,Rápido,Alta,Buena,Media
Art,False,Colosseum,Great Wall of China,26-35,Larga(8-10h),Medio,Rápido,Media,Excelente,Media
"History, Art",True,Machu Picchu,"Taj Mahal, Great Wall of China",18-25,Larga(8-10h),Medio,Lento,Media,Regular,Media
Cultural,True,Great Wall of China,"Machu Picchu, Colosseum, Eiffel Tower",18-25,Media(5-7h),Alto,Normal,Media,Buena,Alta
"Architecture, Cultural",False,Taj Mahal,"Taj Mahal, Colosseum",56+,Larga(8-10h),Bajo,Normal,Media,Buena,Media
"Cultural, Art",True,Great Wall of China,"Taj Mahal, Eiffel Tower, Great Wall of China",56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Architecture, Nature",True,Eiffel Tower,"Great Wall of China, Eiffel Tower",26-35,Larga(8-10h),Bajo,Lento,Media,Excelente,Media
"Nature, Cultural",True,Colosseum,"Machu Picchu, Great Wall of China, Eiffel Tower",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Cultural, Nature",True,Great Wall of China,"Taj Mahal, Great Wall of China, Colosseum",46-55,Corta(1-4h),Medio,Normal,Alta,Buena,Media
"Art, History, Cultural",False,Eiffel Tower,Great Wall of China,46-55,Corta(1-4h),Bajo,Lento,Media,Excelente,Media
Nature,False,Machu Picchu,"Eiffel Tower, Great Wall of China",56+,Media(5-7h),Alto,Lento,Alta,Excelente,Alta
"Art, Cultural, Architecture",False,Machu Picchu,Machu Picchu,36-45,Media(5-7h),Bajo,Lento,Media,Excelente,Media
Art,False,Colosseum,"Machu Picchu, Great Wall of China, Colosseum",56+,Larga(8-10h),Alto,Normal,Media,Buena,Alta
"Art, History",True,Great Wall of China,"Colosseum, Taj Mahal, Eiffel Tower",26-35,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
"Nature, History",False,Eiffel Tower,"Eiffel Tower, Machu Picchu",46-55,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Architecture, History, Art",False,Machu Picchu,"Eiffel Tower, Colosseum, Machu Picchu",56+,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"Nature, Art",False,Taj Mahal,"Great Wall of China, Machu Picchu",26-35,Larga(8-10h),Bajo,Lento,Alta,Excelente,Media
"History, Cultural",False,Colosseum,"Great Wall of China, Eiffel Tower",36-45,Media(5-7h),Medio,Normal,Media,Buena,Media
"Art, Nature",True,Machu Picchu,"Colosseum, Taj Mahal, Great Wall of China",56+,Media(5-7h),Medio,Normal,Media,Buena,Media
"Nature, Cultural, Art",True,Colosseum,"Taj Mahal, Colosseum, Machu Picchu",46-55,Corta(1-4h),Alto,Lento,Media,Buena,Alta
Art,True,Great Wall of China,Great Wall of China,18-25,Media(5-7h),Bajo,Lento,Media,Buena,Media
"History, Nature, Cultural",False,Taj Mahal,"Eiffel Tower, Great Wall of China",46-55,Corta(1-4h),Alto,Normal,Media,Excelente,Alta
"Nature, Cultural, Architecture",True,Taj Mahal,Great Wall of China,46-55,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"Nature, Cultural",False,Colosseum,"Eiffel Tower, Taj Mahal, Colosseum",18-25,Media(5-7h),Alto,Lento,Baja,Buena,Alta
"Nature, Cultural, Architecture",False,Great Wall of China,"Taj Mahal, Colosseum",56+,Media(5-7h),Bajo,Lento,Alta,Excelente,Media
"History, Art",False,Eiffel Tower,"Machu Picchu, Great Wall of China, Taj Mahal",56+,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Cultural, History",True,Eiffel Tower,"Taj Mahal, Colosseum",26-35,Larga(8-10h),Alto,Normal,Media,Buena,Alta
Architecture,True,Machu Picchu,Machu Picchu,56+,Corta(1-4h),Bajo,Rápido,Alta,Excelente,Media
"Cultural, History, Nature",True,Great Wall of China,"Colosseum, Eiffel Tower",56+,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
History,False,Great Wall of China,"Taj Mahal, Eiffel Tower",46-55,Media(5-7h),Medio,Rápido,Alta,Buena,Media
Nature,False,Colosseum,"Great Wall of China, Eiffel Tower",18-25,Media(5-7h),Alto,Normal,Alta,Excelente,Alta
"Art, Nature, History",True,Eiffel Tower,"Great Wall of China, Taj Mahal, Machu Picchu",26-35,Corta(1-4h),Alto,Lento,Media,Buena,Alta
"Cultural, Nature",True,Machu Picchu,"Colosseum, Taj Mahal, Machu Picchu",56+,Corta(1-4h),Alto,Rápido,Alta,Excelente,Alta
History,True,Colosseum,Great Wall of China,56+,Corta(1-4h),Alto,Lento,Baja,Buena,Alta
Art,True,Taj Mahal,Great Wall of China,26-35,Media(5-7h),Medio,Lento,Media,Buena,Media
"Cultural, History",True,Taj Mahal,"Taj Mahal, Great Wall of China",26-35,Larga(8-10h),Medio,Normal,Alta,Excelente,Media
Architecture,True,Machu Picchu,"Great Wall of China, Machu Picchu, Taj Mahal",56+,Media(5-7h),Medio,Normal,Alta,Buena,Media
"Cultural, Architecture",True,Taj Mahal,"Eiffel Tower, Great Wall of China",56+,Corta(1-4h),Bajo,Lento,Media,Excelente,Media
"History, Architecture, Art",False,Colosseum,"Eiffel Tower, Colosseum",46-55,Media(5-7h),Alto,Normal,Media,Excelente,Alta
"Architecture, History, Art",False,Taj Mahal,"Colosseum, Eiffel Tower",36-45,Larga(8-10h),Alto,Lento,Media,Buena,Alta
History,False,Machu Picchu,"Great Wall of China, Taj Mahal, Colosseum",26-35,Media(5-7h),Alto,Normal,Alta,Buena,Alta
Cultural,False,Machu Picchu,"Taj Mahal, Eiffel Tower",18-25,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Nature, Architecture",True,Machu Picchu,"Taj Mahal, Colosseum",26-35,Corta(1-4h),Medio,Lento,Media,Buena,Media
Cultural,True,Machu Picchu,"Taj Mahal, Colosseum, Eiffel Tower",36-45,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
History,False,Colosseum,"Taj Mahal, Great Wall of China, Colosseum",56+,Corta(1-4h),Bajo,Normal,Media,Excelente,Media
"History, Nature, Architecture",True,Taj Mahal,"Machu Picchu, Taj Mahal",56+,Media(5-7h),Bajo,Lento,Alta,Buena,Media
"Architecture, Nature, Art",True,Taj Mahal,"Great Wall of China, Eiffel Tower, Taj Mahal",56+,Corta(1-4h),Alto,Normal,Alta,Excelente,Alta
"Art, History, Cultural",True,Colosseum,"Eiffel Tower, Taj Mahal",26-35,Corta(1-4h),Medio,Lento,Baja,Buena,Media
"Architecture, Cultural, History",True,Great Wall of China,"Great Wall of China, Eiffel Tower",26-35,Media(5-7h),Bajo,Normal,Alta,Buena,Media
Cultural,False,Colosseum,Great Wall of China,46-55,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Nature, History, Cultural",True,Colosseum,"Machu Picchu, Taj Mahal, Colosseum",26-35,Corta(1-4h),Medio,Rápido,Baja,Buena,Media
"Architecture, Nature",False,Eiffel Tower,"Taj Mahal, Great Wall of China, Machu Picchu",56+,Larga(8-10h),Medio,Rápido,Media,Buena,Media
"Art, Cultural",False,Taj Mahal,"Eiffel Tower, Taj Mahal, Great Wall of China",56+,Media(5-7h),Bajo,Normal,Media,Buena,Media
History,True,Great Wall of China,"Eiffel Tower, Colosseum, Machu Picchu",18-25,Media(5-7h),Alto,Lento,Media,Excelente,Alta
"Cultural, Architecture",True,Colosseum,"Machu Picchu, Great Wall of China, Eiffel Tower",36-45,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Architecture, History, Art",True,Great Wall of China,"Great Wall of China, Eiffel Tower, Machu Picchu",36-45,Media(5-7h),Medio,Lento,Media,Excelente,Media
Architecture,True,Great Wall of China,"Great Wall of China, Machu Picchu, Colosseum",46-55,Media(5-7h),Alto,Lento,Alta,Buena,Alta
"Cultural, Art",False,Colosseum,Machu Picchu,56+,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
Architecture,True,Taj Mahal,Colosseum,56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Nature, Architecture",False,Machu Picchu,Machu Picchu,18-25,Larga(8-10h),Medio,Rápido,Media,Excelente,Media
"Architecture, History",True,Eiffel Tower,"Machu Picchu, Colosseum",46-55,Larga(8-10h),Medio,Lento,Media,Excelente,Media
"Cultural, History, Architecture",False,Eiffel Tower,"Colosseum, Taj Mahal",56+,Corta(1-4h),Alto,Lento,Media,Buena,Alta
Art,True,Taj Mahal,"Taj Mahal, Eiffel Tower",36-45,Larga(8-10h),Medio,Rápido,Media,Buena,Media
"Architecture, Cultural",True,Machu Picchu,"Machu Picchu, Great Wall of China, Taj Mahal",56+,Corta(1-4h),Alto,Normal,Alta,Excelente,Alta
"Cultural, History",False,Colosseum,Eiffel Tower,56+,Media(5-7h),Bajo,Rápido,Media,Excelente,Media
Art,True,Taj Mahal,"Taj Mahal, Eiffel Tower, Machu Picchu",36-45,Media(5-7h),Medio,Lento,Media,Buena,Media
"Cultural, Architecture",True,Eiffel Tower,"Great Wall of China, Taj Mahal, Colosseum",56+,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Architecture, Cultural, History",True,Taj Mahal,"Eiffel Tower, Taj Mahal",18-25,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Nature,True,Eiffel Tower,"Taj Mahal, Colosseum, Eiffel Tower",36-45,Corta(1-4h),Medio,Normal,Media,Excelente,Media
"History, Architecture",False,Colosseum,"Machu Picchu, Eiffel Tower",18-25,Media(5-7h),Medio,Lento,Media,Excelente,Media
"Architecture, Nature",True,Machu Picchu,"Taj Mahal, Colosseum, Eiffel Tower",46-55,Corta(1-4h),Medio,Rápido,Alta,Buena,Media
"Art, Nature, History",False,Taj Mahal,"Great Wall of China, Eiffel Tower, Colosseum",36-45,Media(5-7h),Bajo,Rápido,Media,Excelente,Media
"History, Nature",True,Great Wall of China,Colosseum,56+,Media(5-7h),Bajo,Normal,Media,Buena,Media
"History, Architecture",True,Colosseum,"Eiffel Tower, Taj Mahal, Machu Picchu",46-55,Media(5-7h),Medio,Lento,Media,Buena,Media
"History, Cultural, Architecture",False,Machu Picchu,"Colosseum, Eiffel Tower",56+,Corta(1-4h),Medio,Normal,Media,Excelente,Media
Art,True,Machu Picchu,"Machu Picchu, Colosseum, Taj Mahal",46-55,Larga(8-10h),Bajo,Rápido,Alta,Buena,Media
Art,True,Colosseum,Colosseum,56+,Media(5-7h),Medio,Lento,Media,Excelente,Media
"History, Art",False,Eiffel Tower,"Taj Mahal, Eiffel Tower",36-45,Media(5-7h),Alto,Lento,Alta,Regular,Alta
Art,True,Taj Mahal,"Taj Mahal, Eiffel Tower",18-25,Larga(8-10h),Bajo,Rápido,Media,Buena,Media
Art,True,Machu Picchu,"Machu Picchu, Taj Mahal",26-35,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"Cultural, Art, History",True,Eiffel Tower,"Eiffel Tower, Great Wall of China",46-55,Corta(1-4h),Alto,Rápido,Alta,Buena,Alta
"Art, History, Architecture",True,Machu Picchu,"Eiffel Tower, Great Wall of China",36-45,Media(5-7h),Bajo,Lento,Baja,Buena,Media
"Nature, Architecture, History",True,Colosseum,"Machu Picchu, Colosseum",36-45,Corta(1-4h),Bajo,Rápido,Baja,Excelente,Media
"Art, History, Nature",False,Eiffel Tower,"Colosseum, Eiffel Tower, Great Wall of China",36-45,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
Cultural,True,Machu Picchu,Great Wall of China,56+,Media(5-7h),Alto,Lento,Media,Buena,Alta
Art,True,Taj Mahal,Machu Picchu,56+,Media(5-7h),Bajo,Normal,Media,Buena,Media
History,True,Eiffel Tower,"Machu Picchu, Colosseum",26-35,Corta(1-4h),Alto,Lento,Media,Buena,Alta
"History, Architecture",False,Eiffel Tower,"Colosseum, Eiffel Tower, Great Wall of China",18-25,Corta(1-4h),Alto,Lento,Alta,Excelente,Alta
"Cultural, History",False,Machu Picchu,"Taj Mahal, Colosseum, Great Wall of China",56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"History, Art, Nature",False,Great Wall of China,"Machu Picchu, Eiffel Tower, Taj Mahal",18-25,Media(5-7h),Medio,Rápido,Media,Buena,Media
"Art, Cultural",True,Great Wall of China,Colosseum,36-45,Corta(1-4h),Bajo,Rápido,Media,Excelente,Media
Cultural,True,Great Wall of China,Taj Mahal,26-35,Media(5-7h),Alto,Lento,Alta,Buena,Alta
Architecture,False,Machu Picchu,Great Wall of China,56+,Corta(1-4h),Bajo,Normal,Media,Buena,Media
Cultural,True,Taj Mahal,Eiffel Tower,36-45,Corta(1-4h),Alto,Normal,Media,Buena,Alta
"Architecture, Nature, Cultural",True,Great Wall of China,"Taj Mahal, Eiffel Tower, Great Wall of China",56+,Media(5-7h),Alto,Normal,Media,Buena,Alta
Art,False,Taj Mahal,Great Wall of China,56+,Corta(1-4h),Medio,Lento,Media,Buena,Media
"Nature, Cultural, Architecture",False,Taj Mahal,"Taj Mahal, Machu Picchu, Great Wall of China",56+,Larga(8-10h),Medio,Rápido,Alta,Buena,Media
"Art, Architecture",False,Great Wall of China,"Taj Mahal, Machu Picchu",56+,Media(5-7h),Medio,Lento,Alta,Excelente,Media
"Architecture, Cultural",False,Taj Mahal,"Colosseum, Eiffel Tower, Great Wall of China",56+,Larga(8-10h),Alto,Rápido,Alta,Buena,Alta
"Art, Cultural",True,Eiffel Tower,Taj Mahal,46-55,Corta(1-4h),Medio,Rápido,Media,Excelente,Media
"Cultural, History",False,Taj Mahal,"Machu Picchu, Great Wall of China, Colosseum",36-45,Corta(1-4h),Medio,Normal,Alta,Buena,Media
"Nature, Art, Architecture",True,Colosseum,"Colosseum, Machu Picchu, Taj Mahal",26-35,Media(5-7h),Medio,Rápido,Alta,Buena,Media
"Architecture, History, Nature",True,Eiffel Tower,"Colosseum, Eiffel Tower",56+,Corta(1-4h),Medio,Normal,Alta,Buena,Media
Cultural,False,Eiffel Tower,Colosseum,18-25,Media(5-7h),Alto,Rápido,Alta,Buena,Alta
Art,False,Eiffel Tower,Machu Picchu,36-45,Corta(1-4h),Alto,Lento,Media,Excelente,Alta
"Architecture, Art, Cultural",True,Colosseum,Great Wall of China,56+,Corta(1-4h),Medio,Lento,Alta,Excelente,Media
History,True,Colosseum,"Colosseum, Taj Mahal, Great Wall of China",18-25,Media(5-7h),Medio,Lento,Media,Buena,Media
"Nature, Architecture",False,Great Wall of China,"Colosseum, Machu Picchu, Eiffel Tower",18-25,Media(5-7h),Alto,Lento,Media,Buena,Alta
"History, Architecture",True,Colosseum,Colosseum,18-25,Larga(8-10h),Medio,Lento,Alta,Buena,Media
Art,True,Eiffel Tower,"Machu Picchu, Taj Mahal, Great Wall of China",56+,Media(5-7h),Medio,Lento,Media,Buena,Media
Art,False,Colosseum,Great Wall of China,46-55,Larga(8-10h),Alto,Normal,Media,Excelente,Alta
Nature,True,Colosseum,"Eiffel Tower, Machu Picchu",56+,Media(5-7h),Alto,Lento,Media,Buena,Alta
Architecture,False,Machu Picchu,"Colosseum, Eiffel Tower, Machu Picchu",18-25,Media(5-7h),Alto,Normal,Media,Buena,Alta
Nature,True,Machu Picchu,"Taj Mahal, Great Wall of China, Eiffel Tower",56+,Corta(1-4h),Alto,Rápido,Alta,Buena,Alta
"Nature, Art, Architecture",True,Colosseum,"Great Wall of China, Taj Mahal",46-55,Corta(1-4h),Bajo,Normal,Media,Buena,Media
Nature,False,Great Wall of China,Colosseum,56+,Media(5-7h),Medio,Normal,Alta,Buena,Media
"Nature, History, Art",True,Eiffel Tower,"Machu Picchu, Colosseum",36-45,Larga(8-10h),Alto,Normal,Alta,Excelente,Alta
"Cultural, Architecture",True,Colosseum,Great Wall of China,26-35,Corta(1-4h),Medio,Normal,Media,Buena,Media
"Architecture, Art, History",False,Machu Picchu,"Taj Mahal, Great Wall of China",56+,Corta(1-4h),Alto,Rápido,Alta,Excelente,Alta
"Nature, History",True,Colosseum,Colosseum,56+,Larga(8-10h),Medio,Lento,Baja,Excelente,Media
Nature,True,Eiffel Tower,"Machu Picchu, Eiffel Tower",26-35,Media(5-7h),Alto,Normal,Media,Buena,Alta
Architecture,False,Colosseum,"Great Wall of China, Colosseum",56+,Corta(1-4h),Alto,Rápido,Media,Excelente,Alta
"Architecture, Nature, Art",True,Great Wall of China,"Colosseum, Taj Mahal, Machu Picchu",36-45,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Architecture,False,Machu Picchu,"Eiffel Tower, Colosseum",18-25,Corta(1-4h),Alto,Rápido,Media,Buena,Alta
"Nature, History",True,Eiffel Tower,"Great Wall of China, Taj Mahal",46-55,Larga(8-10h),Alto,Rápido,Alta,Excelente,Alta
"Art, Architecture, History",False,Taj Mahal,"Taj Mahal, Colosseum",36-45,Media(5-7h),Medio,Rápido,Media,Buena,Media
Nature,True,Colosseum,"Eiffel Tower, Taj Mahal",46-55,Media(5-7h),Alto,Lento,Alta,Buena,Alta
Cultural,True,Colosseum,Eiffel Tower,56+,Corta(1-4h),Medio,Normal,Alta,Buena,Media
"Art, Cultural",True,Colosseum,"Eiffel Tower, Colosseum, Machu Picchu",46-55,Media(5-7h),Medio,Lento,Media,Buena,Media
"History, Cultural, Nature",True,Great Wall of China,"Eiffel Tower, Machu Picchu",18-25,Corta(1-4h),Alto,Normal,Media,Buena,Alta
"Cultural, Architecture",True,Machu Picchu,"Great Wall of China, Taj Mahal, Machu Picchu",56+,Media(5-7h),Bajo,Lento,Media,Buena,Media
"Architecture, Cultural",False,Machu Picchu,"Great Wall of China, Colosseum",18-25,Corta(1-4h),Bajo,Lento,Alta,Buena,Media
Cultural,False,Colosseum,"Great Wall of China, Eiffel Tower",26-35,Media(5-7h),Bajo,Rápido,Media,Buena,Media
Architecture,False,Eiffel Tower,"Taj Mahal, Machu Picchu, Great Wall of China",56+,Media(5-7h),Medio,Rápido,Media,Excelente,Media
"Art, Cultural, Nature",False,Colosseum,"Eiffel Tower, Colosseum",56+,Media(5-7h),Medio,Lento,Media,Buena,Media
Nature,False,Colosseum,"Colosseum, Machu Picchu, Taj Mahal",36-45,Larga(8-10h),Bajo,Lento,Media,Excelente,Media
Nature,False,Eiffel Tower,"Machu Picchu, Eiffel Tower, Taj Mahal",26-35,Media(5-7h),Bajo,Lento,Media,Buena,Media
"Cultural, Art, History",False,Eiffel Tower,Taj Mahal,46-55,Media(5-7h),Medio,Normal,Baja,Excelente,Media
Art,False,Colosseum,"Eiffel Tower, Colosseum",56+,Larga(8-10h),Bajo,Normal,Media,Excelente,Media
"History, Cultural, Architecture",True,Great Wall of China,"Colosseum, Eiffel Tower, Taj Mahal",26-35,Media(5-7h),Bajo,Lento,Media,Excelente,Media
"Architecture, History, Art",False,Colosseum,"Taj Mahal, Eiffel Tower, Colosseum",56+,Media(5-7h),Alto,Lento,Media,Excelente,Alta
Cultural,True,Great Wall of China,"Machu Picchu, Great Wall of China, Taj Mahal",46-55,Larga(8-10h),Bajo,Normal,Media,Buena,Media
