antecedents,consequents,support,confidence,lift
"Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Intel,0.0752,1.0,1.4027
"8 GB, Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",Intel,0.0636,1.0,1.4027
"Core i3, DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 11 Home",Intel,0.053,1.0,1.4027
"Core i5, DDR4, Thin and Light Laptop, Windows 11 Home",Intel,0.0593,1.0,1.4027
Core i3,Intel,0.2203,1.0,1.4027
"8 GB, Core i5, DDR4, Processing & Multitasking",Intel,0.16,1.0,1.4027
"Core i3, Laptop",Intel,0.0508,1.0,1.4027
"Core i3, Windows 10 Home",Intel,0.089,1.0,1.4027
"8 GB, Core i3, DDR4, Windows 11 Home",Intel,0.0784,1.0,1.4027
"Core i7, DDR4",Intel,0.0816,1.0,1.4027
"8 GB, Core i5, DDR4, Windows 10 Home",Intel,0.1081,1.0,1.4027
"Core i5, DDR4, Windows 10 Home",Intel,0.1377,1.0,1.4027
"16 GB, Core i5, Processing & Multitasking",Intel,0.0837,1.0,1.4027
"Core i3, Processing & Multitasking, Windows 11 Home",Intel,0.0784,1.0,1.4027
"Core i3, Thin and Light Laptop, Windows 11 Home",Intel,0.0678,1.0,1.4027
"8 GB, Core i3, Processing & Multitasking, Thin and Light Laptop",Intel,0.09,1.0,1.4027
"Core i7, DDR4, Windows 10 Home",Intel,0.0519,1.0,1.4027
"16 GB, Core i5, Processing & Multitasking, Thin and Light Laptop",Intel,0.0625,1.0,1.4027
"8 GB, Core i3",Intel,0.1758,1.0,1.4027
"Core i3, DDR4, Processing & Multitasking, Windows 11 Home",Intel,0.071,1.0,1.4027
"Core i5, Processing & Multitasking, Windows 10 Home",Intel,0.1314,1.0,1.4027
"8 GB, Core i3, Thin and Light Laptop, Windows 11 Home",Intel,0.0583,1.0,1.4027
"8 GB, Core i5, Processing & Multitasking",Intel,0.1758,1.0,1.4027
"Core i3, DDR4",Intel,0.2129,1.0,1.4027
"Core i3, DDR4, Windows 10 Home",Intel,0.089,1.0,1.4027
"Core i3, DDR4, Laptop",Intel,0.0508,1.0,1.4027
"16 GB, Core i7, DDR4",Intel,0.0636,1.0,1.4027
"Core i5, Thin and Light Laptop, Windows 10 Home",Intel,0.0847,1.0,1.4027
"8 GB, Core i5, Processing & Multitasking, Windows 10 Home",Intel,0.1006,1.0,1.4027
"Core i7, Processing & Multitasking",Intel,0.0869,1.0,1.4027
"8 GB, Core i3, DDR4, Windows 10 Home",Intel,0.0625,1.0,1.4027
"8 GB, Core i3, DDR4",Intel,0.1684,1.0,1.4027
"16 GB, Core i5, DDR4",Intel,0.0742,1.0,1.4027
"8 GB, Core i3, DDR4, Thin and Light Laptop",Intel,0.1081,1.0,1.4027
"8 GB, Core i3, DDR4, Processing & Multitasking, Thin and Light Laptop",Intel,0.0869,1.0,1.4027
"8 GB, Core i5, DDR4, Thin and Light Laptop",Intel,0.107,1.0,1.4027
"8 GB, Core i3, Processing & Multitasking",Intel,0.1367,1.0,1.4027
"8 GB, Core i3, Processing & Multitasking, Windows 10 Home",Intel,0.053,1.0,1.4027
"8 GB, Core i3, DDR4, Processing & Multitasking, Windows 11 Home",Intel,0.0604,1.0,1.4027
"Core i5, Processing & Multitasking",Intel,0.2627,1.0,1.4027
"8 GB, Core i3, Windows 10 Home",Intel,0.0625,1.0,1.4027
"Core i5, DDR4, Processing & Multitasking",Intel,0.2288,1.0,1.4027
"Core i3, DDR4, Thin and Light Laptop",Intel,0.1367,1.0,1.4027
"Core i3, DDR4, Thin and Light Laptop, Windows 10 Home",Intel,0.053,1.0,1.4027
"Core i5, DDR4, Gaming",Intel,0.0551,1.0,1.4027
"Core i3, DDR4, Everyday Use, Thin and Light Laptop",Intel,0.0519,1.0,1.4027
"Processing & Multitasking, Ryzen 5 Hexa Core",Thin and Light Laptop,0.0519,0.7206,1.4025
"AMD, Processing & Multitasking, Ryzen 5 Hexa Core",Thin and Light Laptop,0.0519,0.7206,1.4025
"Core i3, DDR4, Thin and Light Laptop","8 GB, Processing & Multitasking",0.0869,0.6357,1.402
"Core i3, DDR4, Intel, Thin and Light Laptop","8 GB, Processing & Multitasking",0.0869,0.6357,1.402
"Core i3, Intel, Windows 10 Home","8 GB, DDR4, Processing & Multitasking",0.053,0.5952,1.4013
"Core i3, Windows 10 Home","8 GB, DDR4, Processing & Multitasking",0.053,0.5952,1.4013
"Gaming, Gaming Laptop, Intel",Windows 10 Home,0.0731,0.633,1.3995
"Everyday Use, Thin and Light Laptop","8 GB, DDR4",0.0932,0.7586,1.3987
"16 GB, DDR4, Gaming",Windows 10 Home,0.0657,0.6327,1.3987
"8 GB, Core i5, DDR4, Windows 10 Home","Intel, Thin and Light Laptop",0.0583,0.5392,1.3984
"Core i3, DDR4, Windows 11 Home",Thin and Light Laptop,0.0646,0.7176,1.3968
"Core i3, DDR4, Intel, Windows 11 Home",Thin and Light Laptop,0.0646,0.7176,1.3968
"8 GB, DDR4, Intel, Windows 11 Home",Thin and Light Laptop,0.0996,0.7176,1.3966
"Entertainment, Everyday Use","DDR4, Processing & Multitasking",0.0519,0.9423,1.3964
"Core i3, Intel",8 GB,0.1758,0.7981,1.3952
Core i3,8 GB,0.1758,0.7981,1.3952
"DDR4, Everyday Use, Intel, Thin and Light Laptop",8 GB,0.071,0.7976,1.3944
"Core i3, Intel, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.0561,0.7162,1.394
"Core i3, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.0561,0.7162,1.394
"8 GB, Intel, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.1006,0.9406,1.3939
"AMD, Ryzen 5 Hexa Core","8 GB, DDR4",0.0689,0.7558,1.3935
Ryzen 5 Hexa Core,"8 GB, DDR4",0.0689,0.7558,1.3935
"Core i3, Thin and Light Laptop",8 GB,0.1112,0.7955,1.3906
Core i3,"DDR4, Thin and Light Laptop",0.1367,0.6202,1.3906
"Core i3, Intel","DDR4, Thin and Light Laptop",0.1367,0.6202,1.3906
"Core i3, Intel, Thin and Light Laptop",8 GB,0.1112,0.7955,1.3906
"Gaming, Gaming Laptop",Windows 10 Home,0.1271,0.6283,1.389
"8 GB, Core i3, Windows 11 Home","Intel, Processing & Multitasking",0.0678,0.7901,1.3838
"Everyday Use, Intel, Thin and Light Laptop",8 GB,0.0763,0.7912,1.3832
"Core i3, DDR4",8 GB,0.1684,0.791,1.3829
"Core i3, DDR4, Intel",8 GB,0.1684,0.791,1.3829
"Core i3, DDR4, Intel, Thin and Light Laptop",8 GB,0.1081,0.7907,1.3823
"Core i3, DDR4, Thin and Light Laptop",8 GB,0.1081,0.7907,1.3823
"AMD, DDR4, Processing & Multitasking, Ryzen 5 Hexa Core",8 GB,0.0519,0.7903,1.3816
"DDR4, Processing & Multitasking, Ryzen 5 Hexa Core",8 GB,0.0519,0.7903,1.3816
Core i3,"Intel, Processing & Multitasking",0.1737,0.7885,1.3809
"Core i3, Intel","8 GB, DDR4, Processing & Multitasking",0.1292,0.5865,1.3808
Core i3,"8 GB, DDR4, Processing & Multitasking",0.1292,0.5865,1.3808
"Core i3, DDR4, Windows 11 Home","Intel, Processing & Multitasking",0.071,0.7882,1.3805
"Core i5, DDR4, Thin and Light Laptop","8 GB, Processing & Multitasking",0.0975,0.6259,1.3804
"Core i5, DDR4, Intel, Thin and Light Laptop","8 GB, Processing & Multitasking",0.0975,0.6259,1.3804
"Core i5, DDR4, Intel, Windows 11 Home",Thin and Light Laptop,0.0593,0.7089,1.3797
"Core i5, DDR4, Windows 11 Home",Thin and Light Laptop,0.0593,0.7089,1.3797
"8 GB, Core i3, Intel","DDR4, Thin and Light Laptop",0.1081,0.6145,1.3778
"8 GB, Core i3","DDR4, Thin and Light Laptop",0.1081,0.6145,1.3778
"8 GB, Everyday Use",Windows 11 Home,0.0879,0.5355,1.3774
Black,"DDR4, Windows 10 Home",0.0604,0.57,1.3762
"AMD, Gaming","DDR4, Windows 10 Home",0.0561,0.5699,1.3759
"Core i3, Processing & Multitasking",8 GB,0.1367,0.7866,1.3751
"Core i3, Intel, Processing & Multitasking",8 GB,0.1367,0.7866,1.3751
"8 GB, Core i5, Windows 11 Home","DDR4, Intel",0.0519,0.8448,1.375
"AMD, Gaming, Gaming Laptop",Windows 10 Home,0.054,0.622,1.375
Transparent Silver,"8 GB, Processing & Multitasking",0.0508,0.6234,1.3749
"AMD, Thin and Light Laptop","8 GB, DDR4, Processing & Multitasking",0.0667,0.5833,1.3732
"8 GB, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.1335,0.9265,1.373
"16 GB, DDR4, Gaming, Gaming Laptop",Windows 10 Home,0.0625,0.6211,1.373
"16 GB, Processing & Multitasking, Thin and Light Laptop",Windows 11 Home,0.0678,0.5333,1.3718
"Core i3, Processing & Multitasking","8 GB, DDR4",0.1292,0.7439,1.3716
"Core i5, DDR4, Windows 10 Home",8 GB,0.1081,0.7846,1.3716
"DDR4, Everyday Use, Processing & Multitasking, Thin and Light Laptop",8 GB,0.054,0.7846,1.3716
"Core i3, Intel, Processing & Multitasking","8 GB, DDR4",0.1292,0.7439,1.3716
"Core i5, DDR4, Intel, Windows 10 Home",8 GB,0.1081,0.7846,1.3716
Everyday Use,"8 GB, DDR4, Intel",0.1165,0.5314,1.3706
"16 GB, Thin and Light Laptop",Windows 11 Home,0.0689,0.5328,1.3704
"Entertainment, Performance","DDR4, Processing & Multitasking",0.0519,0.9245,1.3701
"Intel, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.1536,0.7039,1.37
Natural Silver,"DDR4, Processing & Multitasking",0.0646,0.9242,1.3697
"Core i3, DDR4","Intel, Processing & Multitasking",0.1663,0.7811,1.368
"Core i3, Intel","8 GB, Processing & Multitasking",0.1367,0.6202,1.3679
Core i3,"8 GB, Processing & Multitasking",0.1367,0.6202,1.3679
"Core i5, Thin and Light Laptop, Windows 11 Home","DDR4, Intel, Processing & Multitasking",0.0519,0.6622,1.3678
"8 GB, Intel, Windows 11 Home",Thin and Light Laptop,0.1102,0.7027,1.3677
"8 GB, Core i3, DDR4, Windows 11 Home",Thin and Light Laptop,0.0551,0.7027,1.3677
"8 GB, Core i3, DDR4, Intel, Windows 11 Home",Thin and Light Laptop,0.0551,0.7027,1.3677
"Everyday Use, Intel",Windows 11 Home,0.089,0.5316,1.3675
"Everyday Use, Windows 11 Home","Intel, Thin and Light Laptop",0.0614,0.5273,1.3674
"Core i5, Thin and Light Laptop","DDR4, Intel",0.1557,0.84,1.3672
Everyday Use,Windows 11 Home,0.1165,0.5314,1.3669
Transparent Silver,Thin and Light Laptop,0.0572,0.7013,1.365
"Everyday Use, Processing & Multitasking, Thin and Light Laptop",8 GB,0.0604,0.7808,1.365
"Core i5, DDR4, Processing & Multitasking, Windows 10 Home",8 GB,0.0943,0.7807,1.3648
"Core i5, DDR4, Intel, Processing & Multitasking, Windows 10 Home",8 GB,0.0943,0.7807,1.3648
"Core i3, Windows 11 Home","DDR4, Processing & Multitasking, Thin and Light Laptop",0.053,0.5435,1.3645
"Core i3, Intel, Windows 11 Home","DDR4, Processing & Multitasking, Thin and Light Laptop",0.053,0.5435,1.3645
"Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.1536,0.5254,1.3625
"Core i3, Processing & Multitasking, Thin and Light Laptop","8 GB, DDR4",0.0869,0.7387,1.362
"Core i3, Intel, Processing & Multitasking, Thin and Light Laptop","8 GB, DDR4",0.0869,0.7387,1.362
"AMD, Ryzen 5 Hexa Core",8 GB,0.071,0.7791,1.3619
Ryzen 5 Hexa Core,8 GB,0.071,0.7791,1.3619
"Everyday Use, Intel, Windows 11 Home","DDR4, Thin and Light Laptop",0.054,0.6071,1.3614
"DDR4, Intel, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.1208,0.6994,1.3613
"Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.2044,0.6993,1.3611
"8 GB, Core i3","Intel, Processing & Multitasking",0.1367,0.7771,1.361
"Gaming, Intel",Windows 10 Home,0.0763,0.6154,1.3605
"8 GB, Core i5, Intel, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.0583,0.9167,1.3585
"8 GB, Core i5, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.0583,0.9167,1.3585
"Core i3, DDR4, Processing & Multitasking",8 GB,0.1292,0.7771,1.3584
"Core i3, DDR4, Intel, Processing & Multitasking",8 GB,0.1292,0.7771,1.3584
"8 GB, AMD, Processing & Multitasking","DDR4, Thin and Light Laptop",0.0667,0.6058,1.3583
"Everyday Use, Intel, Thin and Light Laptop","8 GB, DDR4",0.071,0.7363,1.3575
"8 GB, Processing & Multitasking","DDR4, Thin and Light Laptop",0.2744,0.6051,1.3569
"DDR4, Thin and Light Laptop","8 GB, Processing & Multitasking",0.2744,0.6152,1.3569
"8 GB, Intel, Processing & Multitasking, Windows 10 Home","DDR4, Thin and Light Laptop",0.1006,0.6051,1.3568
"16 GB, Gaming, Gaming Laptop","DDR4, Windows 10 Home",0.0625,0.5619,1.3566
Everyday Use,"8 GB, Intel",0.1229,0.5604,1.3564
2 in 1 Laptop,"Intel, Processing & Multitasking",0.0508,0.7742,1.3559
"8 GB, DDR4, Everyday Use",Windows 11 Home,0.0826,0.527,1.3556
"8 GB, Windows 11 Home","Intel, Thin and Light Laptop",0.1102,0.5226,1.3553
"8 GB, DDR4, Windows 11 Home",Thin and Light Laptop,0.1335,0.6961,1.3549
"Core i5, DDR4, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",8 GB,0.0583,0.7746,1.3542
"Core i5, DDR4, Intel, Thin and Light Laptop, Windows 10 Home",8 GB,0.0583,0.7746,1.3542
"Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",8 GB,0.0583,0.7746,1.3542
"Core i5, DDR4, Thin and Light Laptop, Windows 10 Home",8 GB,0.0583,0.7746,1.3542
"Core i3, Intel, Windows 11 Home",Thin and Light Laptop,0.0678,0.6957,1.354
"Core i3, Windows 11 Home",Thin and Light Laptop,0.0678,0.6957,1.354
"Thin and Light Laptop, Windows 10 Home","DDR4, Intel, Processing & Multitasking",0.1388,0.655,1.353
"Everyday Use, Performance","DDR4, Processing & Multitasking",0.0551,0.9123,1.352
"Core i5, Processing & Multitasking, Thin and Light Laptop","DDR4, Intel",0.1451,0.8303,1.3514
"AMD, DDR4, Ryzen 5 Hexa Core","8 GB, Processing & Multitasking",0.0519,0.6125,1.3509
"DDR4, Ryzen 5 Hexa Core","8 GB, Processing & Multitasking",0.0519,0.6125,1.3509
"DDR4, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.1653,0.6933,1.3495
"8 GB, Core i3, DDR4, Windows 11 Home","Intel, Processing & Multitasking",0.0604,0.7703,1.349
"Core i5, Intel, Windows 10 Home",8 GB,0.1144,0.7714,1.3486
"Core i5, Windows 10 Home",8 GB,0.1144,0.7714,1.3486
"8 GB, Core i3, Intel, Thin and Light Laptop",Windows 11 Home,0.0583,0.5238,1.3473
"8 GB, Core i3, Thin and Light Laptop",Windows 11 Home,0.0583,0.5238,1.3473
"8 GB, DDR4, Windows 11 Home","Intel, Thin and Light Laptop",0.0996,0.5193,1.3469
"Gaming Laptop, Intel",Windows 10 Home,0.0773,0.6083,1.3449
"Everyday Use, Windows 11 Home",Thin and Light Laptop,0.0805,0.6909,1.3448
"DDR4, Everyday Use","8 GB, Intel",0.1165,0.5556,1.3447
"Everyday Use, Intel, Windows 11 Home",Thin and Light Laptop,0.0614,0.6905,1.3439
"8 GB, Core i3, DDR4","Intel, Processing & Multitasking",0.1292,0.7673,1.3438
Gaming Laptop,Windows 10 Home,0.1345,0.6077,1.3434
"Core i3, Intel, Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.0519,0.6901,1.3433
"Core i3, DDR4, Intel, Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.0519,0.6901,1.3433
"Core i5, Windows 10 Home","8 GB, DDR4",0.1081,0.7286,1.3433
"Core i3, DDR4, Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.0519,0.6901,1.3433
"Core i5, Intel, Windows 10 Home","8 GB, DDR4",0.1081,0.7286,1.3433
"Core i3, Processing & Multitasking, Windows 10 Home",Thin and Light Laptop,0.0519,0.6901,1.3433
"AMD, Gaming Laptop",Windows 10 Home,0.0572,0.6067,1.3414
"AMD, Ryzen 5 Hexa Core","8 GB, DDR4, Processing & Multitasking",0.0519,0.5698,1.3413
Transparent Silver,"DDR4, Intel, Processing & Multitasking",0.053,0.6494,1.3413
Ryzen 5 Hexa Core,"8 GB, DDR4, Processing & Multitasking",0.0519,0.5698,1.3413
"Black, DDR4",Windows 10 Home,0.0604,0.6064,1.3406
"Core i5, Processing & Multitasking, Windows 10 Home",8 GB,0.1006,0.7661,1.3393
"Core i5, Intel, Processing & Multitasking, Windows 10 Home",8 GB,0.1006,0.7661,1.3393
"Core i3, DDR4, Intel, Processing & Multitasking",Thin and Light Laptop,0.1144,0.6879,1.3389
"Core i3, DDR4, Processing & Multitasking",Thin and Light Laptop,0.1144,0.6879,1.3389
"Core i3, Intel, Processing & Multitasking, Thin and Light Laptop",8 GB,0.09,0.7658,1.3387
"Core i3, DDR4","8 GB, Processing & Multitasking",0.1292,0.607,1.3387
"Core i3, DDR4, Intel","8 GB, Processing & Multitasking",0.1292,0.607,1.3387
"Core i3, Processing & Multitasking, Thin and Light Laptop",8 GB,0.09,0.7658,1.3387
"DDR4, Everyday Use",Windows 11 Home,0.1091,0.5202,1.3381
"Black, Processing & Multitasking",Windows 10 Home,0.0519,0.6049,1.3374
"16 GB, Gaming","DDR4, Windows 10 Home",0.0657,0.5536,1.3365
"16 GB, DDR4, Gaming Laptop",Windows 10 Home,0.0678,0.6038,1.3348
"Core i3, Windows 10 Home","DDR4, Thin and Light Laptop",0.053,0.5952,1.3347
"Core i3, Intel, Windows 10 Home","DDR4, Thin and Light Laptop",0.053,0.5952,1.3347
"Core i5, DDR4, Intel, Windows 11 Home","Processing & Multitasking, Thin and Light Laptop",0.0519,0.6203,1.3307
"Core i5, DDR4, Windows 11 Home","Processing & Multitasking, Thin and Light Laptop",0.0519,0.6203,1.3307
"8 GB, Everyday Use, Intel",Windows 11 Home,0.0636,0.5172,1.3305
"8 GB, Windows 11 Home",Thin and Light Laptop,0.1441,0.6834,1.3302
"8 GB, Intel, Processing & Multitasking","DDR4, Thin and Light Laptop",0.196,0.5929,1.3296
"Core i7, Windows 10 Home","DDR4, Intel",0.0519,0.8167,1.3292
"Processing & Multitasking, Ryzen 5 Hexa Core","8 GB, DDR4",0.0519,0.7206,1.3286
"AMD, Processing & Multitasking, Ryzen 5 Hexa Core","8 GB, DDR4",0.0519,0.7206,1.3286
"AMD, Thin and Light Laptop","8 GB, Processing & Multitasking",0.0689,0.6019,1.3274
"Core i3, DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",8 GB,0.0869,0.7593,1.3273
"Core i3, DDR4, Processing & Multitasking, Thin and Light Laptop",8 GB,0.0869,0.7593,1.3273
"16 GB, Core i5, Intel",Thin and Light Laptop,0.0636,0.6818,1.3271
"16 GB, Core i5",Thin and Light Laptop,0.0636,0.6818,1.3271
"8 GB, Processing & Multitasking, Windows 10 Home","DDR4, Thin and Light Laptop",0.1335,0.5915,1.3264
"16 GB, Processing & Multitasking, Windows 11 Home",Thin and Light Laptop,0.0678,0.6809,1.3252
"DDR4, Everyday Use, Windows 11 Home",8 GB,0.0826,0.7573,1.3238
"Core i3, Everyday Use, Intel","DDR4, Thin and Light Laptop",0.0519,0.5904,1.3238
"Core i3, Everyday Use","DDR4, Thin and Light Laptop",0.0519,0.5904,1.3238
"Core i5, Processing & Multitasking, Windows 10 Home","8 GB, DDR4",0.0943,0.7177,1.3233
"Core i5, Intel, Processing & Multitasking, Windows 10 Home","8 GB, DDR4",0.0943,0.7177,1.3233
"Core i5, Windows 11 Home","DDR4, Intel, Processing & Multitasking",0.0678,0.64,1.322
"8 GB, Core i5, DDR4, Intel, Processing & Multitasking, Thin and Light Laptop",Windows 10 Home,0.0583,0.5978,1.3217
"8 GB, Core i5, DDR4, Processing & Multitasking, Thin and Light Laptop",Windows 10 Home,0.0583,0.5978,1.3217
"8 GB, Core i3, Windows 11 Home",Thin and Light Laptop,0.0583,0.679,1.3216
"8 GB, Core i3, Intel, Windows 11 Home",Thin and Light Laptop,0.0583,0.679,1.3216
"DDR4, Everyday Use, Intel",Windows 11 Home,0.0816,0.5133,1.3204
"Everyday Use, Windows 11 Home","8 GB, Intel",0.0636,0.5455,1.3203
"Everyday Use, Windows 11 Home",8 GB,0.0879,0.7545,1.3191
Everyday Use,"8 GB, DDR4",0.1568,0.715,1.3182
"Core i3, Processing & Multitasking",Thin and Light Laptop,0.1176,0.6768,1.3174
"Core i3, Intel, Processing & Multitasking",Thin and Light Laptop,0.1176,0.6768,1.3174
"Core i5, Intel, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.0752,0.8875,1.3152
"Core i5, Thin and Light Laptop, Windows 10 Home","DDR4, Processing & Multitasking",0.0752,0.8875,1.3152
"DDR4, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home","8 GB, Intel",0.1006,0.5429,1.314
"DDR4, Processing & Multitasking, Windows 11 Home","Intel, Thin and Light Laptop",0.1208,0.5067,1.314
LPDDR4X,Thin and Light Laptop,0.0572,0.675,1.3138
"LPDDR4X, Processing & Multitasking",Thin and Light Laptop,0.0572,0.675,1.3138
"16 GB, Core i7","Intel, Processing & Multitasking",0.0731,0.75,1.3135
"Core i3, Windows 10 Home","8 GB, Processing & Multitasking",0.053,0.5952,1.3129
"Core i3, DDR4, Intel, Windows 10 Home","8 GB, Processing & Multitasking",0.053,0.5952,1.3129
"Core i3, Intel, Windows 10 Home","8 GB, Processing & Multitasking",0.053,0.5952,1.3129
"Core i3, DDR4, Windows 10 Home","8 GB, Processing & Multitasking",0.053,0.5952,1.3129
"DDR4, Intel, Thin and Light Laptop","8 GB, Processing & Multitasking",0.196,0.5949,1.312
"8 GB, Core i3, DDR4, Thin and Light Laptop",Windows 11 Home,0.0551,0.5098,1.3113
"8 GB, Core i3, DDR4, Intel, Thin and Light Laptop",Windows 11 Home,0.0551,0.5098,1.3113
"Core i5, Intel, Thin and Light Laptop, Windows 10 Home",8 GB,0.0636,0.75,1.3111
"AMD, Processing & Multitasking, Ryzen 5 Hexa Core",8 GB,0.054,0.75,1.3111
"Processing & Multitasking, Ryzen 5 Hexa Core",8 GB,0.054,0.75,1.3111
"Core i5, Intel, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",8 GB,0.0636,0.75,1.3111
"Core i5, Thin and Light Laptop, Windows 10 Home",8 GB,0.0636,0.75,1.3111
"Core i5, Processing & Multitasking, Thin and Light Laptop, Windows 10 Home",8 GB,0.0636,0.75,1.3111
"Core i5, Intel, Thin and Light Laptop","8 GB, Processing & Multitasking",0.1102,0.5943,1.3108
"Core i5, Thin and Light Laptop","8 GB, Processing & Multitasking",0.1102,0.5943,1.3108
"16 GB, Gaming Laptop","DDR4, Windows 10 Home",0.0678,0.5424,1.3095
Everyday Use,8 GB,0.1642,0.7488,1.309
"8 GB, Core i3, DDR4, Intel, Processing & Multitasking",Thin and Light Laptop,0.0869,0.6721,1.3082
"8 GB, Core i3, DDR4, Processing & Multitasking",Thin and Light Laptop,0.0869,0.6721,1.3082
Ryzen 5 Hexa Core,"8 GB, Processing & Multitasking",0.054,0.593,1.308
"Core i5, Intel, Processing & Multitasking, Windows 11 Home","DDR4, Thin and Light Laptop",0.0519,0.5833,1.308
"AMD, Ryzen 5 Hexa Core","8 GB, Processing & Multitasking",0.054,0.593,1.308
"Core i5, Processing & Multitasking, Windows 11 Home","DDR4, Thin and Light Laptop",0.0519,0.5833,1.308
"Everyday Use, Windows 11 Home","8 GB, DDR4",0.0826,0.7091,1.3074
Performance,"Intel, Processing & Multitasking",0.0561,0.7465,1.3074
"DDR4, Everyday Use",8 GB,0.1568,0.7475,1.3067
Core i7,"Intel, Processing & Multitasking",0.0869,0.7455,1.3056
Black,Windows 10 Home,0.0625,0.59,1.3044
"DDR4, Everyday Use, Windows 11 Home",Thin and Light Laptop,0.0731,0.6699,1.3039
Core i3,"DDR4, Processing & Multitasking, Thin and Light Laptop",0.1144,0.5192,1.3036
